1.81e-05,3
3.13e-05,9
4.43e-05,30
5.75e-05,31
7.05e-05,39
8.29e-05,50
9.53e-05,76
0.0001075,105
0.0001198,138
0.0001327,144
0.0001452,153
0.0001562,161
0.0001689,169
0.000182,207
0.0001937,225
0.0002044,226
0.0002165,262
0.0002281,279
0.0002403,326
0.0002523,362
0.0002639,373
0.0002751,410
0.0002871,424
0.000299,433
0.0003112,480
0.000322,498
0.0003334,532
0.0003441,549
0.0003558,598
0.0003665,612
0.0003783,638
0.0003891,674
0.0003998,712
0.0004106,746
0.0004223,809
0.0004348,863
0.0004455,875
0.0004562,886
0.0004669,900
0.0004781,909
0.0004889,918
0.0005004,1007
0.0005115,1036
0.0005222,1097
0.0005331,1169
0.0005438,1174
0.0005557,1183
0.0005671,1264
0.0005777,1306
0.0005885,1307
0.0005995,1314
0.0006104,1351
0.0006214,1393
0.0006321,1445
0.000643,1498
0.0006539,1566
0.0006647,1570
0.0006769,1591
0.0006886,1623
0.0006995,1629
0.0007103,1670
0.0007211,1685
0.0007349,1741
0.0007463,1754
0.0007573,1794
0.0007732,1821
0.000784,1853
0.0007949,1925
0.000806,2002
0.0008167,2070
0.0008274,2081
0.0008385,2106
0.000849,2205
0.0008598,2241
0.0008707,2261
0.0008816,2334
0.0008923,2378
0.0009031,2399
0.0009137,2469
0.0009246,2489
0.0009354,2528
0.0009462,2546
0.000957,2576
0.0009677,2600
0.0009786,2697
0.0009895,2779
0.0010003,2809
0.0010112,2859
0.001022,2864
0.0010328,2873
0.0010437,2877
0.0010545,3017
0.0010651,3026
0.001076,3129
0.0011038,3198
0.0011148,3332
0.0011259,3386
0.0011372,3445
0.0011482,3477
0.0011593,3546
0.0011704,3562
0.0011813,3729
0.0011924,3797
0.0012036,3856
0.0012148,3913
0.0012259,3914
0.0012371,3941
0.0012484,3953
0.0012594,3968
0.0012706,3983
0.0012817,4009
0.0012928,4080
0.0013039,4194
0.0013151,4236
0.0013263,4259
0.0013373,4294
0.0013486,4400
0.0013596,4404
0.0013709,4439
0.0013822,4461
0.0013933,4507
0.0014044,4518
0.0014155,4528
0.0014264,4549
0.0014374,4574
0.0014484,4605
0.0014596,4614
0.0014708,4658
0.0014818,4667
0.0015022,4669
0.0015133,4716
0.0015246,4722
0.0015357,4766
0.0015469,4840
0.0015582,4871
0.0015693,4881
0.0015804,4906
0.0015913,4954
0.0016025,4973
0.0016135,4994
0.0016248,5042
0.001636,5159
0.0016471,5167
0.0016583,5180
0.0016695,5207
0.0016806,5270
0.0016918,5318
0.001703,5366
0.0017141,5374
0.0017253,5397
0.0017399,5405
0.001751,5416
0.0017621,5476
0.0017732,5505
0.0017842,5576
0.0017955,5651
0.0018065,5663
0.0018178,5714
0.0018294,5715
0.0018406,5751
0.0018517,5761
0.001863,5796
0.0018742,5808
0.0018853,5882
0.0018964,5907
0.0019076,6005
0.0019187,6026
0.0019299,6139
0.0019411,6162
0.0019522,6198
0.0019635,6210
0.0019749,6219
0.0019861,6281
0.0019972,6283
0.0020085,6297
0.0020197,6383
0.0020309,6413
0.0020421,6417
0.0020534,6456
0.0020647,6547
0.0020758,6562
0.0020869,6656
0.002098,6758
0.0021092,6788
0.0021202,6795
0.0021314,6893
0.0021425,7064
0.0021536,7119
0.0021651,7126
0.0021764,7134
0.0021876,7169
0.0021989,7189
0.0022102,7326
0.0022212,7339
0.0022323,7453
0.0022436,7467
0.0022546,7526
0.0022659,7539
0.0022771,7625
0.0022886,7645
0.0022997,7653
0.002311,7662
0.0023222,7759
0.0023335,7814
0.0023447,7844
0.002356,7877
0.0023673,7898
0.0023782,7899
0.0023896,7920
0.002401,7940
0.0024123,7944
0.0024237,8017
0.002435,8023
0.0024461,8043
0.0024574,8053
0.0024685,8210
0.0024797,8238
0.0024909,8260
0.0025021,8266
0.0025132,8269
0.0025246,8302
0.0025359,8330
0.002547,8386
0.0025585,8440
0.0025698,8441
0.0025809,8458
0.0025922,8463
0.0026037,8477
0.0026155,8524
0.0026268,8529
0.0026382,8552
0.0026492,8564
0.0026605,8590
0.0026719,8648
0.0026832,8677
0.0026945,8681
0.0027058,8707
0.0027171,8710
0.002731,8717
0.0027494,8734
0.0027675,8736
0.0027856,8739
0.0028055,8750
0.0028172,8922
0.002829,8923
0.0028403,8932
0.0028517,8939
0.0028632,8946
0.0028746,8947
0.0028865,8963
0.0028979,8979
0.0029092,8990
0.0029206,9106
0.0029325,9126
0.0029437,9129
0.0029553,9275
0.0029666,9287
0.0029903,9316
0.0030017,9320
0.0030133,9333
0.0030248,9396
0.0030371,9409
0.0030492,9421
0.0030607,9428
0.0030721,9443
0.0030836,9455
0.0030954,9467
0.0031072,9468
0.0031185,9478
0.0031298,9499
0.0031413,9503
0.0031531,9504
0.0031647,9508
0.0031772,9532
0.0031893,9540
0.0032018,9541
0.0032136,9543
0.0032248,9548
0.0032369,9555
0.0032481,9562
0.0032596,9602
0.0032707,9604
0.003282,9617
0.0032941,9622
0.0033058,9626
