2.23e-05,4.9
2.28e-05,4.95
2.28e-05,5.8
2.33e-05,6.35
2.35e-05,6.6
2.39e-05,6.65
2.4e-05,7.2
2.47e-05,7.4
2.74e-05,7.5
3.12e-05,7.65
3.25e-05,7.8
3.26e-05,7.85
3.35e-05,7.95
3.37e-05,8.7
3.42e-05,8.95
3.44e-05,9.6
3.47e-05,10.4
3.52e-05,10.6
3.53e-05,11.35
3.53e-05,11.75
3.6e-05,12
3.64e-05,13
3.75e-05,13.15
3.77e-05,13.35
3.82e-05,13.4
3.91e-05,13.6
4.09e-05,13.65
4.3e-05,13.75
4.4e-05,14.35
4.44e-05,14.65
4.54e-05,15.05
4.57e-05,15.75
4.64e-05,16.15
4.67e-05,16.25
4.68e-05,16.65
4.78e-05,16.9
4.8e-05,17.5
4.81e-05,17.85
4.87e-05,18.65
5.05e-05,18.75
5.19e-05,19.2
5.23e-05,19.3
5.27e-05,19.4
5.35e-05,19.45
5.36e-05,19.65
5.49e-05,19.7
5.51e-05,21.4
5.58e-05,21.75
5.65e-05,23.8
5.67e-05,23.9
5.8e-05,24.25
5.84e-05,24.8
5.91e-05,25.25
5.95e-05,26.1
5.97e-05,27.2
6.17e-05,27.4
6.28e-05,27.75
6.34e-05,27.9
6.4e-05,28.25
6.49e-05,29.05
6.59e-05,30.2
6.61e-05,30.35
6.65e-05,30.5
6.76e-05,31
6.86e-05,31.7
6.95e-05,32.4
6.99e-05,32.95
7.02e-05,33.55
7.08e-05,33.8
7.15e-05,33.95
7.2e-05,34.35
7.39e-05,35.05
7.43e-05,35.75
7.46e-05,36.2
7.67e-05,37.4
7.67e-05,38.95
7.69e-05,39.6
7.85e-05,40.6
7.89e-05,41.3
7.92e-05,41.85
7.95e-05,42.05
8.09e-05,42.75
8.19e-05,43.85
8.29e-05,44
8.29e-05,44.9
8.32e-05,45.5
8.49e-05,46.25
8.7e-05,46.3
8.76e-05,46.75
8.78e-05,46.9
8.79e-05,47.25
8.82e-05,47.6
8.84e-05,49.3
8.95e-05,49.85
9.19e-05,50
9.2e-05,50.45
9.26e-05,51.4
9.34e-05,52.45
9.47e-05,53
9.48e-05,53.95
9.52e-05,54.95
9.53e-05,56.15
9.67e-05,56.55
9.78e-05,56.75
9.86e-05,57.75
9.89e-05,58.8
9.91e-05,59.25
9.97e-05,59.55
0.0001006,60.35
0.0001026,61.2
0.0001043,61.95
0.0001047,62.65
0.000105,62.95
0.0001058,64.05
0.0001074,64.8
0.0001083,65
0.0001083,66.2
0.000109,66.95
0.0001092,68.4
0.0001094,69.4
0.0001103,70.95
0.0001104,71.35
0.0001125,71.95
0.0001135,73.2
0.0001163,73.55
0.0001164,74.35
0.000117,74.85
0.0001174,75.95
0.0001183,77.85
0.0001194,78.7
0.0001203,80.15
0.0001211,81
0.0001213,82.75
0.0001219,84.25
0.0001239,84.55
0.0001244,84.75
0.0001247,85.35
0.0001261,85.75
0.0001268,86.1
0.000127,86.4
0.0001301,86.7
0.0001306,88.55
0.0001307,89.2
0.0001312,91.85
0.0001318,92.85
0.0001324,92.95
0.0001333,93.45
0.0001343,93.65
0.000135,94.25
0.0001357,94.3
0.0001393,94.65
0.0001393,95.25
0.00014,95.9
0.00014,97.25
0.0001402,97.35
0.0001408,98.3
0.0001414,99.45
0.0001421,100.2
0.0001438,101.7
0.0001442,102.35
0.0001456,102.65
0.0001457,103.7
0.0001482,104.25
0.0001494,104.7
0.0001497,105.9
0.0001528,106.25
0.000153,107.9
0.0001542,107.95
0.0001543,109.05
0.0001553,110.2
0.0001553,111.6
0.0001564,112.1
